image_id,source,prompt,evaluation_seed
000000328757,coco-30k,A woman eating vegetables in front of a stove.,46559
000000191301,coco-30k,there is a chocolate cake and ice cream on a plate,34831
000000217517,coco-30k,A city filled with lots of tall white buildings.,71348
000000007276,coco-30k,A white bathroom sink sitting under a mirror.,24770
000000466835,coco-30k,A grouping of bananas hanging in a tree next to grassy area.,27789
000000472704,coco-30k,there is a white toilet and a sink in this bathroom ,45652
000000354929,coco-30k,A group of people that are sitting on bikes in the street.,65139
000000549954,coco-30k,An empty kitchen with lots of tile blue counter top space.,83595
000000354662,coco-30k,a tiled bathroom with a toilet and scale in it ,82168
000000120961,coco-30k,A desk sitting next to a showroom of cars in it.,2618
000000302787,coco-30k,A city at night filled with lots of traffic.,79649
000000463610,coco-30k,A white toilet sitting next to a shower in a bathroom.,61246
000000314880,coco-30k,there are many men playing soccer in a field,55275
000000232073,coco-30k,A group of people in suits standing in a kitchen.,85942
000000491203,coco-30k,A white toilet sitting under a window next to a chair.,24999
000000137595,coco-30k,A dog is staring at a picture on a flat screen tv.,34605
000000456695,coco-30k,a blue bicycle a blender sand and a person,3905
000000073527,coco-30k,Woman walking down the side walk of a busy night city.,86678
000000394199,coco-30k,A woman sitting on top of a red motorcycle.,33581
000000574357,coco-30k,The motorcyclist in a helmet is looking over the side of a bridge. ,86111
000000188146,coco-30k,A bike parked in front of a doorway.,34723
000000349199,coco-30k,A group of people enjoying a day at the beach.,88972
000000331185,coco-30k,A person is riding his motorcycle on the dirt road.,12046
000000487688,coco-30k,there are two woman that are riding motorcycles ,79358
000000138806,coco-30k,this kitchen is very big and has wood cainets,48818
000000418523,coco-30k,A bunch of people standing around and posing for a picture.,43288
000000543672,coco-30k,A shelf of various cups and glasses mounted to the wall.,26298
000000330954,coco-30k,A view of a table with a bunch of cakes and tea on it.,48134
000000147545,coco-30k,Large sized kitchen with a dining room section.,1292
000000350099,coco-30k,this man is riding a board near a field,96355
000000160190,coco-30k,A man on a motorcycle riding in the desert.,41225
000000134215,coco-30k,there is a all black motorcycle that is parked on the street,50605
000000360951,coco-30k,A computer workstation with a laptop and a desktop computer.,38405
000000004764,coco-30k,A man standing next to a parked motorcycle.,50597
000000087052,coco-30k,there is a man and a woman standing in a kitchen ,46706
000000260094,coco-30k,a jet airplane sitting on a runway next to a building,47186
000000158922,coco-30k,A woman holding a colorful kite on top of a green field.,64102
000000478742,coco-30k,a bathroom with tiled floor and a circular window ,7009
000000334975,coco-30k,this is a bench out near a field,40344
000000321706,coco-30k,a bathroom view of a tiolet and sink ,55060
000000331096,coco-30k,A white sink sitting under a mirror next to a toilet.,43390
000000227736,coco-30k,Three people sit on a bench looking out over the water. ,19706
000000131581,coco-30k,A person on a bike is next to a train on the tracks. ,89129
000000513497,coco-30k,A very tall clock tower sitting above a building.,95867
000000222094,coco-30k,Road is littered with old cars and some wrecked trucks with a lone red and white stop sign at a grassy lot ,82612
000000216790,coco-30k,An intersection with cars is pictured in this image.,30250
000000535808,coco-30k,A bicycle sits parked in front of a bookstore.,11142
000000570586,coco-30k,A mirror shows another light in a background of a wonderful bathroom,29041
000000108212,coco-30k,"A kitchen with a stove, table, cabinets, and other items ",29393
000000350799,coco-30k,"A bathroom with sink, toilet, and bathtub and black and white floor tiles.",70250
000000027755,coco-30k,A stop sign sits in front of a billboard in a quiet area.,39069
000000055066,coco-30k,A view of a kitchen with a burner top stove.,98578
000000156533,coco-30k,a black toilet some toilet paper and brown tiles,58436
000000043243,coco-30k,A TV sitting on top of a counter inside of a store.,57975
000000178982,coco-30k,A view of a sign that leads to Brooklyn and Queens.,55380
000000483374,coco-30k,A man and a woman looking at cell phones.,98142
000000546976,coco-30k,A man riding on the back of a motorcycle.,76490
000000059920,coco-30k,a bathroom with a both a toilet and bidet,66768
000000175364,coco-30k,"A kitchen with two stoves, an island, and appliances.",87158
000000480223,coco-30k,The plane is taking off into the yellow sky.,7390
000000345560,coco-30k,A woman is seen in the rear view mirror of a motorcycle.,95433
000000495519,coco-30k,Person riding a four wheeler on a beach towards a bridge.,3895
000000550013,coco-30k,A man walking around with his dog and sheep.,48060
000000127854,coco-30k,there are two cats that are laying inside of a tub,64636
000000151537,coco-30k,there is a small dog that is looking threw the glass,70116
000000235839,coco-30k,A man taking a picture of himself in front of three huge beer bottles,2576
000000062423,coco-30k,this is a bathroom that has a sink and toilet,9618
000000563175,coco-30k,A PICTURE OF ALL WHITE IN A BATHROOM ,90308
000000535997,coco-30k,this is a clock on top of a tower,1408
000000353577,coco-30k,"this is a group of people standing near a river
",72047
000000387696,coco-30k,A group of people standing around a kitchen preparing food.,57895
000000284628,coco-30k,A lidless toilet is shown caked in dirt or other filth.,89397
000000395230,coco-30k,A small white car with a small white dog riding in it.,54941
000000123360,coco-30k,A group of people walking down a walkway.,50827
000000115363,coco-30k,A man riding a motorcycle down a road near a forest.,60272
000000092338,coco-30k,A herd of sheep grazing on a lush green hillside.,92068
000000543408,coco-30k,A little girl holding a brown stuffed animal.,14934
000000421676,coco-30k,this bathroom is very big and has lots of room,75115
000000276719,coco-30k,Two people are looking at a truck while a dog is being walked.,82438
000000491902,coco-30k,Several people are seen sitting around and smoking.,56112
000000349437,coco-30k,Two people sitting on a motorcycle that parked on the road.,10647
000000162454,coco-30k,this woman is getting juice from a fruit,95441
000000158333,coco-30k,some peeled oranges sitting in a clear blender,51214
000000470370,coco-30k,A kite flying in the sky on a cloudy day.,32576
000000071602,coco-30k,A group of people are standing in the snow on skis.,84132
000000257327,coco-30k,a bathroom with towels under a sink and a big mirror above it,6161
000000578591,coco-30k,A large jetliner sitting on top of an airport runway.,76399
000000316063,coco-30k,A red bus parked next to a crowd of people.,13003
000000275197,coco-30k,A daytime view of a messy kitchen corner.,48791
000000278435,coco-30k,A man riding a red scooter down the street.,76
000000379529,coco-30k,An old toilet outside against an old painted wall.,81345
000000371529,coco-30k,A woman with her hand on the seat of an automatic toilet in a display.,23767
000000316008,coco-30k,A kitchen counter top with a white bowl sitting next to another white bowl.,78827
000000401330,coco-30k,A group of men standing around a luggage cart.,78012
000000186074,coco-30k,a person in a bathroom having a reflection in the mirror,28269
000000185773,coco-30k,a cat sitting in a sink with its eyes open,70934
000000328255,coco-30k,a sink in a bathroom with a shaver and personal hygeine items on the counter top,24441
000000083935,coco-30k,a street with people and vehicles in the middle of it,63387
000000463134,coco-30k,a room showing a wooden table and a capboard,11742
000000301634,coco-30k,a group of vehicles parked next to a firehydrant,96998
000000046077,coco-30k,a motor bike carrying very many people on the street,14926
000000242073,coco-30k,Toilet in a bathroom in an international location with a basket.,83500
000000578902,coco-30k,Group of horses in a field with a pinto in the foreground.,11425
000000370233,coco-30k,a man standing in a bathroom looking into a mirror,52494
000000056443,coco-30k,A black and white still life of a branch with flowers in a vase,95412
000000135670,coco-30k,A bike behind a rail for safety on a train ride.,4150
000000560279,coco-30k,Colorful lights reflect off the items inside this bathroom stall,88672
000000474003,coco-30k,A bathroom with outdated fixtures and a clothes hamper in the middle of the floor.,97153
000000428041,coco-30k,A minimalist room features white appliances and beige walls.,75019
000000240918,coco-30k,Pink bike sits on a guard rail by the river.,38342
000000298452,coco-30k,"A bathroom with a white toilet, tub, and tile floor.",1532
000000223789,coco-30k,a rome with rose flowers and a sink ,64537
000000483179,coco-30k,a bath room with its door open and light on,27877
000000580975,coco-30k,Motorcycles parked in a row in the street. ,19307
000000147979,coco-30k,a man on a motorcycle that is in some grass,44315
000000258402,coco-30k,"A couple of dead, stuffed giraffe on display.",98679
000000016249,coco-30k,A man sitting on top of a bench with a newspaper.,30435
000000385428,coco-30k,A green and blue motorcycle parked on the side of a road.,94346
000000397166,coco-30k,A very simple bathroom with beige and cream colored decor.,60925
000000401068,coco-30k,a man that is riding a motorcycle on a road,92398
000000425226,coco-30k,A man kneeling down in front of a refrigerator.,94975
000000578792,coco-30k,A person is leaning low on their motorcycle on the tracks.,86480
000000255950,coco-30k,Looking down on a stony surface shows a bowl with an orange in it and what looks like a large piece of red plastic.,47056
000000168619,coco-30k,A road traveling along a field under a cloudy sky.,37183
000000505035,coco-30k,A little girl is making a huge mess with a birthday cake. ,36935
000000110783,coco-30k,a small little bathroom with a toilet in it,45314
000000207196,coco-30k,A kitchen with tile back splash and stainless steel appliances.,1462
000000072776,coco-30k,A large jetliner sitting on top of a tarmac.,91627
000000219928,coco-30k,A group of police officer standing in front of a red bus.,27300
000000059547,coco-30k,A woman holding two rainbow slices of cake.,63846
000000432017,coco-30k,The clock on the side of the metal building is gold and black. ,29793
