image_id,source,prompt,seed
000000191919,coco-30k,A group of cows are grazing on the grass.,49623
000000464130,coco-30k,a large white boats is pulled up to a dock,42937
000000049444,coco-30k,A woman standing on a balcony in front of an elephant float.,25376
000000080596,coco-30k,An empty handbag lying flat on a table.,61839
000000498915,coco-30k,A couple of men standing next to a woman.,65561
000000243694,coco-30k,A long boat filled with people sitting on top of a body of water.,16971
000000329940,coco-30k,Two large concrete trucks parked near a large building.,68721
000000058111,coco-30k,An orange and white cat laying on top of a sink.,55904
000000531415,coco-30k,A clock sitting on top of a wooden desk.,25525
000000552829,coco-30k,A dog laying on a floor with a blue ball.,91739
000000385856,coco-30k,A black and brown dog laying on the ground.,53515
000000446324,coco-30k,An old truck carrying luggage at the back,67766
000000370260,coco-30k,A colorful bus driving down a street in front of a bus.,54606
000000196518,coco-30k,A couple of black bears standing next to two trees.,9582
000000106484,coco-30k,A man walking a dalmatian on a red leash.,81891
000000035594,coco-30k,An elephant mother with a baby elephant beneath her reaches for branches with her trunk.,16409
000000472102,coco-30k,An woman sleeps in a chair at an airport terminal filled with travelers.,15044
000000527054,coco-30k,Woman wearing polka dot stockings and pink dress posing with an umbrella.,70393
000000246809,coco-30k,A small boat traveling past a red light house.,31076
000000228764,coco-30k,An orange and white cat standing on top of a beach.,60395
000000305879,coco-30k,A man who is holding an umbrella out of a window.,72659
000000125806,coco-30k,Two black cows facing each other with woods behind them.,70861
000000304481,coco-30k,A large white polar bear laying on top of snow.,90793
000000543402,coco-30k,A brown chair with a blue umbrella on top of it.,82849
000000356923,coco-30k,"The large motorboat is painted yellow, grey, and white.",66249
000000033561,coco-30k,A herd of cattle is grazing through the field beside houses.,60528
000000270148,coco-30k,A cat is curled up into a ball near some teddy bears,35051
000000300471,coco-30k,a cat is laying down on a blue chair,3439
000000040011,coco-30k,"A yellow, blue, and purple train passes on the tracks.",14764
000000155774,coco-30k,A Chinese couple is posing for a photo. ,64857
000000449485,coco-30k,Is this picture of a girl and her suitcase hand tinted?,92377
000000417980,coco-30k,Costumed friends walking down the street arm in arm in a parade,46424
000000070619,coco-30k,A train parked in front of a train station.,46920
000000245576,coco-30k,An orange cat sitting on top of a computer desk.,65687
000000491061,coco-30k,A pretty young lady holding an umbrella at night.,93287
000000317424,coco-30k,This work van has green graffiti sprayed on its side,24808
000000370478,coco-30k,some luggage and a back back sitting on teh ground next to a lap top,18317
000000103873,coco-30k,Two well equipped men with dogs at a pier.,39898
000000274126,coco-30k,a few boats that are out on a river,79995
000000145227,coco-30k,a man that has a medal around his neck,99497
000000563050,coco-30k,A bird standing on top of a lush green field.,66562
000000116095,coco-30k,There are four brown and white cows in a row and a couple more behind them.,88706
000000335885,coco-30k,A parking meter sitting on the side of a sidewalk.,28514
000000343229,coco-30k,A large red bag on the ground in a room.,316
000000222146,coco-30k,The two cats are looking for something good to eat.,91901
000000030255,coco-30k,A boat traveling on water under a large bridge.,50231
000000567565,coco-30k,a suitcase has a bunch of stickers all over it,46791
000000475879,coco-30k,A piece of brown luggage sitting on the side of a road.,9056
000000339823,coco-30k,A young woman in an orange dress holds a black umbrella,17248
000000110972,coco-30k,A large black bear walking across a field.,48199
000000433075,coco-30k,An orange and white cat laying inside of a black pot.,43087
000000079816,coco-30k,A red truck parked on top of a dirty ground.,92780
000000221089,coco-30k,two elephants that are together in an enclosure. ,72972
000000190760,coco-30k,A person offering a donut to a cat.,53586
000000499597,coco-30k,A cat laying under a chair next to a bottle of water.,49056
000000062706,coco-30k,Two girls are posing outdoors under an umbrella for a photo. ,5524
000000510719,coco-30k,A dump truck is sitting on the side of the road. ,29823
000000278867,coco-30k,A man is throwing a baseball near some water,14680
000000028002,coco-30k,a large castle in front of a clear sky,50621
000000123639,coco-30k,a parking meter is in front of a vehicle ,74206
000000000042,coco-30k,This wire metal rack holds several pairs of shoes and sandals,60638
000000165760,coco-30k,Men and women are gathered together outdoors on a sunny day,59578
000000440900,coco-30k,A her of black and white cattle standing on a field.,94588
000000368994,coco-30k,"A picture of a blanket on the sidewalk covered with flower headbands, knitted caps, assortment of cloths and a lunatic sign. ",96052
000000467540,coco-30k,A man riding on the back of a boat floating in water.,81766
000000354744,coco-30k,A boat is washed up on the shore.,72586
000000372979,coco-30k,A cat sitting on top of a window sill.,67920
000000283984,coco-30k,A bunch of packages are sitting outside of a building. ,16164
000000411561,coco-30k,The family is ready to enjoy a nice dinner together.,13216
000000409850,coco-30k,A picture of a livestock with the american flag and blue and white ribbons hanging from the ceiling. ,31598
000000394206,coco-30k,A group of people riding in the back of a truck.,88767
000000250804,coco-30k,"Bulls, dogs and people all share the same street.",8985
000000364725,coco-30k,A cat looking down at a book. It appears to be reading it.,40354
000000573105,coco-30k,A view of a red sports car with luggage on the back of it.,35563
000000308476,coco-30k,A polar bear standing on a rock formation in an enclosure.,26407
000000178592,coco-30k,An elephant leading a baby through a Savannah plain.  ,33553
000000171695,coco-30k,A number of tourists atop two colorful trucks.,1033
000000491867,coco-30k,A young bald man dressed sharply smiles happily,5512
000000148730,coco-30k,a boat is sitting next to a dock,1931
000000391225,coco-30k,A man riding a wave on top of a surfboard.,35455
000000306339,coco-30k,A dog chewing on a mans shoes as he lays on a field.,17696
000000207926,coco-30k,A black and white shot of people standing in the rain in front of a castle structure.,60699
000000460147,coco-30k,A city street filled with lots of traffic and lined with buildings.,30850
000000285096,coco-30k,A tug boat sitting in the middle of the harbor.,16756
000000027272,coco-30k,a big bear stands next to a lake ,3624
000000310342,coco-30k,a couple of elephants are standing in a field,36038
000000104422,coco-30k,A man wearing a tie and suspenders is standing with his hands in his pockets.,42964
000000455290,coco-30k,A herd of elephants standing around in the middle of a pen.,77458
000000003382,coco-30k,People in navy uniforms and one person talking on a walkie- talkie.,60203
000000419008,coco-30k,a cat is standing next to a picture of a fish,68895
000000408101,coco-30k,A large black bear standing by a tree.,5329
000000334006,coco-30k,a large blue truck is driving down the street,64909
000000044950,coco-30k,The mirror is reflecting a dog on the bed.,55758
000000014473,coco-30k,a red and black train is coming down the tracks,29024
000000429505,coco-30k,Group of black chairs sitting underneath a blue umbrella. ,26035
000000330790,coco-30k,an elephant is carrying some plants in its tusk,90349
000000574332,coco-30k,a couple of people are walking and carrying umbrellas,19164
000000452591,coco-30k,a group of people sitting side by side to take a photograph,57612
000000207937,coco-30k,A person with an umbrella walking down a rainy road.,39562
000000320203,coco-30k,a couple of green signs above a red stop sign,34507
000000278576,coco-30k,An old blue truck drives down a dirt road.,75940
000000557556,coco-30k,A woman catching a frisbee on a beach.,80126
000000090659,coco-30k,a blonde cat is standing by a laptop,40758
000000502798,coco-30k,a brown and black ox and a white and black one and grass ,93878
000000019974,coco-30k,two calfs walk side by side in a pen on a sunny day,73928
000000308753,coco-30k,an animal laying down on top of some rocks.,33457
000000325796,coco-30k,A colorful train traveling past a wooded area.,4170
000000496198,coco-30k,Several people and a fire truck parked in front of a building.,12809
000000530854,coco-30k,People are walking in the rain holding umbrellas.,9886
000000208476,coco-30k,A young man with long red hair drinking from a glass.,84953
000000302219,coco-30k,A trunk full of backpacks and other bags.,73985
000000191964,coco-30k,A cat stares forward over the corner of a keyboard.,84590
000000001149,coco-30k,Several men in suits and military gear standing near a table.,25100
000000199050,coco-30k,A black and white picture of a group of people.,33167
000000253506,coco-30k,A white tow truck with another car behind it.,28697
000000503183,coco-30k,A doll with articulated joints stares from her perch between two parking meters.,13224
000000075905,coco-30k,A group of people posing together at a party.,23489
000000422391,coco-30k,A HORSE TRAILER WITH THE HORSE AND JOCKEY PICTURED ON IT,98132
000000280325,coco-30k,Graffiti decorates the wall in front of a parking meter.,78162
000000141882,coco-30k,People are waiting at the airport with their luggage,2233
000000270532,coco-30k,a group of cows grazing next to a barn,20615
000000268541,coco-30k,a man in a suit drinking a cup of coffee,51407
000000420702,coco-30k,A horned animal is eating weeds at the side of the road.,62094
000000105367,coco-30k,Cows crossing a paved road in the fog,56516
000000235017,coco-30k,A woman poses for a photo holding an umbrella over her head.,56201
000000089884,coco-30k,Two lounges are pictured next to a beautiful private pool.,64077
000000344897,coco-30k,a bunch of cows standing and laying on a grass field.,99593
